Schlüssel;Identnummer;Detailnetzsegment;Straßenbezeichnung;Straßenname;Bezirk;Ortsteil;RVA-Typ;Typ;Länge [m];Benutzungspflicht
164;10-000171;57540042_57540002.01;-;Blumberger Damm;Marzahn-Hellersdorf;Biesdorf;Radwege;Radfahrerfurt Z 340;36,00;ja
165;10-000172;57540042_57540002.01;-;Blumberger Damm;Marzahn-Hellersdorf;Biesdorf;Radwege;Geh-/Radweg, baulich unterschieden;484,00;ja
166;10-000173;57540001_57540042.02;-;Blumberger Damm;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;31,00;ja
167;10-000174;57530018_57530034.01;-;Blumberger Damm;Marzahn-Hellersdorf;Biesdorf;Radwege;Geh-/Radweg, ohne Trennung;414,00;nein
168;10-000080;57530038_57530037.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Radwege;Radfahrerfurt Z 340;40,00;ja
169;10-000175;57530025_57530018.01;-;Blumberger Damm;Marzahn-Hellersdorf;Biesdorf;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;177,00;ja
170;10-000176;57520001_57520002.02;-;Apollofalterallee;Marzahn-Hellersdorf;Biesdorf;Radwege;Geh-/Radweg, baulich unterschieden;31,00;nein
171;11-000282;53500032_53500013.02;-;Blockdammweg;Lichtenberg;Rummelsburg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;69,00;ja
172;10-000332;57570026_57570027.02;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, ohne Trennung;37,00;ja
173;10-000333;56560036_56560037.02;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Gehweg, mit Radverkehr frei;238,00;nein
174;10-000334;56550004_56550003.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Gehweg, mit Radverkehr frei;214,00;ja
175;10-000335;56550034_56550004.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;17,00;nein
176;10-000336;56550034_56550004.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, baulich unterschieden;250,00;nein
177;10-000337;55550021_56550034.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;39,00;nein
178;10-000338;55550021_56550034.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, baulich unterschieden;84,00;nein
179;10-000339;55550021_56550034.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;15,00;nein
180;10-000340;56550034_56550004.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, baulich unterschieden;151,00;nein
181;10-000341;56550004_56550003.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;15,00;ja
182;10-000342;56550004_56550003.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Gehweg, mit Radverkehr frei;190,00;ja
183;10-000343;56550004_56550003.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, baulich unterschieden;50,00;ja
184;10-000344;56550003_56550016.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;36,00;ja
185;10-000345;56550003_56550016.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, baulich unterschieden;72,00;ja
186;10-000346;56550016_56560032.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
1059;12-000003;43650018_44650013.01;-;Quickborner Straße;Reinickendorf;Lübars;Radwege;Radfahrerfurt Z 340;18,00;ja
187;10-000347;56560036_56560037.02;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Gehweg, mit Radverkehr frei;186,00;nein
188;10-000348;57560005_57560006.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, baulich unterschieden;59,00;ja
189;10-000349;57560006_57560015.01;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;48,00;nein
190;10-000350;57570018_57570026.02;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;107,00;nein
191;10-000351;57570026_57570027.02;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;17,00;ja
192;10-000352;57570026_57570027.02;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;105,00;ja
193;10-000353;57570026_57570027.02;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, ohne Trennung;78,00;ja
194;10-000354;57570026_57570027.02;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;65,00;ja
195;10-000355;57570024_57570027.01;-;Raoul-Wallenberg-Straße;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, ohne Trennung;38,00;ja
196;10-000356;57570034_57570035.01;-;Raoul-Wallenberg-Straße;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, ohne Trennung;107,00;ja
197;10-000357;57580009_57570034.02;-;Raoul-Wallenberg-Straße;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;40,00;ja
198;10-000358;57570034_57580011.02;-;Lea-Grundig-Straße;Marzahn-Hellersdorf;Marzahn;Radwege;Radweg, baulich getrennt;15,00;ja
199;10-000359;57580009_57570034.02;-;Raoul-Wallenberg-Straße;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, ohne Trennung;179,00;ja
200;10-000360;57580009_57570034.02;-;Raoul-Wallenberg-Straße;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, ohne Trennung;37,00;ja
201;10-000361;57580009_57570034.02;-;Raoul-Wallenberg-Straße;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;57,00;ja
202;10-000362;57570034_57570035.01;-;Raoul-Wallenberg-Straße;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, ohne Trennung;106,00;ja
203;10-000363;57570024_57570027.01;-;Raoul-Wallenberg-Straße;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, ohne Trennung;63,00;ja
204;10-000364;57570026_57570027.02;-;Allee der Kosmonauten;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;59,00;ja
205;10-000365;56560004_56560035.01;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radwege;Gehweg, mit Radverkehr frei;156,00;nein
206;10-000366;56560029_56560004.04;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;26,00;ja
207;10-000367;56560042_56560039.02;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;480,00;nein
208;10-000368;55560007_56560042.02;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;36,00;ja
209;10-000369;55560007_56560042.02;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;60,00;ja
210;10-000370;55560007_56560042.02;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;22,00;ja
211;10-000371;55560010_55560007.01;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;117,00;ja
212;10-000372;55560010_55560007.01;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;165,00;ja
213;10-000373;55560010_55560007.01;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;24,00;ja
214;10-000374;55560007_56560042.02;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;91,00;ja
328;10-000457;61540020_61540021.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;8,00;nein
215;10-000375;56560042_56560039.02;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;107,00;nein
216;10-000376;56560042_56560039.02;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;22,00;nein
217;10-000377;56560029_56560014.02;-;Schwalbenflug;Marzahn-Hellersdorf;Marzahn;Radwege;Geh-/Radweg, ohne Trennung;10,00;ja
218;10-000378;56560039_56560029.04;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;217,00;ja
219;10-000379;56560029_56560004.04;-;Poelchaustraße;Marzahn-Hellersdorf;Marzahn;Radwege;Radfahrerfurt Z 340;30,00;ja
220;10-000123;57510005_57510028.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;18,00;nein
221;10-000124;57520058_57520037.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;283,00;nein
222;10-000125;57520058_57520037.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;12,00;nein
223;10-000126;57520055_57520045.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;30,00;nein
224;10-000127;57520055_57520045.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;127,00;nein
225;10-000128;57520045_57520053.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;73,00;nein
226;10-000129;57520053_57520057.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;14,00;nein
227;10-000130;57520057_57520013.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;212,00;nein
228;10-000131;57520057_57520013.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;20,00;nein
229;10-000132;57520013_57520025.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;99,00;nein
230;10-000133;57520013_57520025.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;8,00;nein
231;10-000134;57520056_57520023.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;25,00;nein
232;10-000135;57520056_57520023.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;101,00;nein
233;10-000136;57520023_57520001.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;16,00;nein
234;10-000137;57520001_57520002.02;-;Apollofalterallee;Marzahn-Hellersdorf;Biesdorf;Radwege;Geh-/Radweg, baulich unterschieden;24,00;nein
7365;01-001372;42550005_42550006.01;-;Alt-Moabit;Mitte;Moabit;Radwege;Radfahrerfurt Z 340;8,00;nein
235;10-000138;57530039_57530071.02;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;221,00;nein
236;10-000139;57530071_57530035.02;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;25,00;nein
237;10-000140;57530035_57530038.02;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Radwege;Radfahrerfurt Z 340;28,00;ja
238;10-000141;57530038_57530037.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;108,00;ja
239;10-000142;57530038_57530037.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Radwege;Geh-/Radweg, baulich unterschieden;156,00;ja
240;10-000143;57530037_57530025.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Radwege;Geh-/Radweg, baulich unterschieden;39,00;ja
241;10-000086;57520056_57520023.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;12,00;nein
242;10-000087;57520057_57520013.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;237,00;nein
243;10-000088;57520053_57520057.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;12,00;nein
244;10-000089;57520053_57520057.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;141,00;nein
245;10-000090;57520055_57520045.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;50,00;nein
246;10-000091;57520055_57520045.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;121,00;nein
247;10-000092;57520055_57520045.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;12,00;nein
248;10-000093;57520058_57520037.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;145,00;nein
249;10-000094;57520058_57520037.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;13,00;nein
250;10-000095;57510060_57520058.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;132,00;nein
251;10-000096;57510028_57510060.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;33,00;nein
252;10-000097;57510005_57510028.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;128,00;nein
253;10-000098;57510032_57510005.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;13,00;nein
254;10-000099;57510032_57510005.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;105,00;nein
255;10-000100;57510014_57510032.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;6,00;nein
256;10-000101;57510014_57510032.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;75,00;nein
257;10-000102;57510034_57510014.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
258;10-000103;57510016_57510034.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;101,00;nein
259;10-000104;57510016_57510034.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;11,00;nein
260;10-000105;57510010_57510024.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;239,00;nein
261;10-000106;57510008_57510010.01;-;Köpenicker Straße;Marzahn-Hellersdorf;Biesdorf;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;15,00;nein
262;10-000398;59570002_59570009.02;-;Alte Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Radfahrerfurt Z 340;31,00;nein
263;10-000399;59570010_59570011.01;-;Alte Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;54,00;nein
264;10-000400;59570010_59570011.01;-;Alte Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;25,00;nein
265;10-000401;59570009_59570010.01;-;Alte Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Radfahrerfurt Z 340;16,00;nein
266;10-000402;59570009_59570010.01;-;Alte Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;142,00;nein
267;10-000403;59570009_59570010.01;-;Alte Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Radfahrerfurt Z 340;13,00;nein
268;10-000404;59570002_59570009.02;-;Alte Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;77,00;nein
269;10-000405;59570002_59570009.02;-;Alte Hellersdorfer Straße;Marzahn-Hellersdorf;Hellersdorf;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;22,00;nein
270;10-000406;59570002_59570003.02;-;Gothaer Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Geh-/Radweg, durch Markierung unterschieden;70,00;nein
271;10-000407;59570002_59570003.02;-;Gothaer Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Geh-/Radweg, baulich unterschieden;101,00;nein
272;10-000408;59570002_59570003.02;-;Gothaer Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Radfahrerfurt Z 340;13,00;nein
273;10-000409;59570003_59570004.01;-;Gothaer Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Radweg, baulich getrennt;24,00;nein
274;10-000410;59570004_59570043.01;-;Gothaer Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Radfahrerfurt Z 340;7,00;nein
275;10-000411;59570043_59560009.01;-;Gothaer Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Radweg, baulich getrennt;112,00;nein
276;09-000007;58410051_59420001.02;-;Kablower Weg;Treptow-Köpenick;Grünau;Radwege;Gehweg, mit Radverkehr frei;8,00;nein
277;09-000008;59420001_59410006.01;-;Adlergestell;Treptow-Köpenick;Grünau;Radwege;Geh-/Radweg, ohne Trennung;253,00;ja
278;09-000010;59420001_59410006.01;-;Adlergestell;Treptow-Köpenick;Grünau;Radwege;Radfahrerfurt Z 340;15,00;ja
279;09-000011;61400001_62390001.02;-;Adlergestell;Treptow-Köpenick;Schmöckwitz;Radwege;Radfahrerfurt Z 340;10,00;ja
280;09-000012;59410007_60400001.01;-;Adlergestell;Treptow-Köpenick;Grünau;Radwege;Geh-/Radweg, ohne Trennung;2754,00;nein
281;09-000035;63380014_63380015.01;-;Wernsdorfer Straße;Treptow-Köpenick;Schmöckwitz;Radwege;Geh-/Radweg, baulich unterschieden;68,00;ja
282;09-000036;63380011_63380013.01;-;Wernsdorfer Straße;Treptow-Köpenick;Schmöckwitz;Radwege;Geh-/Radweg, durch Markierung unterschieden;72,00;nein
283;09-000037;63380011_63380013.01;-;Wernsdorfer Straße;Treptow-Köpenick;Schmöckwitz;Radwege;Geh-/Radweg, baulich unterschieden;46,00;nein
284;09-000038;63380011_63380013.01;-;Wernsdorfer Straße;Treptow-Köpenick;Schmöckwitz;Radwege;Radfahrerfurt Z 340;17,00;nein
285;09-000039;63380007_63380003.01;-;Wernsdorfer Straße;Treptow-Köpenick;Schmöckwitz;Radwege;Geh-/Radweg, baulich unterschieden;72,00;nein
286;09-000040;63380007_63380003.01;-;Wernsdorfer Straße;Treptow-Köpenick;Schmöckwitz;Radwege;Radfahrerfurt Z 340;26,00;nein
287;09-000045;62390004_62380001.01;-;Adlergestell;Treptow-Köpenick;Schmöckwitz;Radwege;Radfahrerfurt Z 340;9,00;ja
288;09-000046;62390001_62390004.01;-;Adlergestell;Treptow-Köpenick;Schmöckwitz;Radwege;Geh-/Radweg, baulich unterschieden;101,00;ja
289;10-000417;62560003_62560002.02;-;Böhlener Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Radfahrerfurt Z 340;24,00;nein
290;10-000418;62560003_62560002.02;-;Böhlener Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Geh-/Radweg, durch Markierung unterschieden;57,00;nein
291;10-000419;62560003_62560002.02;-;Böhlener Straße;Marzahn-Hellersdorf;Hellersdorf;Radwege;Geh-/Radweg, durch Markierung unterschieden;30,00;nein
292;10-000420;60530009_60530032.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;39,00;ja
293;10-000421;60530009_60530032.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, ohne Trennung;72,00;ja
294;10-000422;60530032_60530033.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Gehweg, mit Radverkehr frei;429,00;nein
295;10-000423;60530033_60530026.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Gehweg, mit Radverkehr frei;141,00;nein
296;10-000425;60540051_60540053.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;238,00;nein
297;10-000426;60540051_60540053.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;8,00;nein
298;10-000427;60540053_61540018.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;105,00;nein
299;10-000428;60540053_61540018.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;9,00;nein
300;10-000429;61540018_61540006.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;50,00;nein
301;10-000430;61540018_61540006.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Gehweg, mit Radverkehr frei;66,00;nein
302;10-000431;61540018_61540006.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;13,00;nein
303;10-000432;61540006_61540019.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;112,00;nein
304;10-000433;61540019_61540020.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;6,00;nein
305;10-000434;61540019_61540020.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;142,00;nein
306;10-000435;61540019_61540020.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;7,00;nein
307;10-000436;61540020_61540021.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;132,00;nein
308;10-000437;61540021_61550014.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;9,00;nein
309;10-000438;61540021_61550014.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;123,00;nein
335;10-000464;61540018_61540006.02;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;111,00;nein
310;10-000439;61550030_61550019.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;279,00;nein
311;10-000440;61550019_61550024.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;19,00;nein
312;10-000441;61550024_61550031.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;385,00;nein
313;10-000442;61550031_61550032.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;6,00;nein
314;10-000443;61550031_61550032.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;157,00;nein
315;10-000444;61550032_61550027.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;40,00;nein
316;10-000445;61550032_61550027.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;55,00;nein
317;10-000446;61550032_61550027.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;22,00;nein
318;10-000447;61550032_61550027.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;9,00;nein
319;10-000448;61550024_61550031.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radweg, baulich getrennt;228,00;nein
320;10-000449;61550024_61550031.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;7,00;nein
321;10-000450;61550019_61550024.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Geh-/Radweg, baulich unterschieden;223,00;nein
322;10-000451;61550030_61550019.01;-;Hönower Straße;Marzahn-Hellersdorf;Mahlsdorf;Radwege;Radfahrerfurt Z 340;23,00;nein
